tweet_id,source,text,rating_numerator,rating_denominator,name,dog_growth,date,time,url,prediction,prediction_confidence,prediction_result,retweet_count,favorite_count
890006608113172480,Twitter For Iphone,This is Koda. He is a South Australian deckshark. Deceptively deadly. Frighteningly majestic. 13/10 would risk a petting #BarkWeek https://t.co/dVPW0B0Mme,13,10,Koda,,2017-07-26,00:31:25,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,Samoyed,95.8,True,7624,31166
889880896479866881,Twitter For Iphone,This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10 terrifyingly good boy https://t.co/u1XPQMl29g,13,10,Bruno,,2017-07-25,16:11:53,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,French bulldog,37.74,True,5156,28268
889665388333682689,Twitter For Iphone,Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10 https://t.co/BxvuXk0UCm,13,10,, puppo,2017-07-25,01:55:32,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,Pembroke,96.63,True,8538,38818
889638837579907072,Twitter For Iphone,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist https://t.co/f8dEDcrKSR,12,10,Ted,,2017-07-25,00:10:02,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,French bulldog,99.17,True,4735,27672
889531135344209921,Twitter For Iphone,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek https://t.co/y70o6h3isq,13,10,Stuart, puppo,2017-07-24,17:02:04,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,Golden retriever,95.34,True,2321,15359
889278841981685760,Twitter For Iphone,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,13,10,Oliver,,2017-07-24,00:19:32,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,Whippet,62.62,True,5637,25652
888917238123831296,Twitter For Iphone,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,12,10,Jim,,2017-07-23,00:22:39,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,Golden retriever,71.47,True,4709,29611
888804989199671297,Twitter For Iphone,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,13,10,Zeke,,2017-07-22,16:56:37,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,Golden retriever,46.98,True,4559,26080
888554962724278272,Twitter For Iphone,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,13,10,Ralphus,,2017-07-22,00:23:06,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,Siberian husky,70.04,True,3732,20290
888078434458587136,Twitter For Iphone,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,12,10,Gerald,,2017-07-20,16:49:33,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,French bulldog,99.5,True,3653,22201
887705289381826560,Twitter For Iphone,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,13,10,Jeffrey,,2017-07-19,16:06:48,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,Basset,82.17,True,5609,30779
887517139158093824,Twitter For Iphone,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,14,10,such,,2017-07-19,03:39:09,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,Limousine,13.04,False,12082,46959
887473957103951883,Twitter For Iphone,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,13,10,Canela,,2017-07-19,00:47:34,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,Pembroke,80.92,True,18781,69871
887343217045368832,Twitter For Iphone,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,13,10,,,2017-07-18,16:08:03,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,Mexican hairless,33.07,True,10737,34222
887101392804085760,Twitter For Iphone,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,12,10,,,2017-07-18,00:07:08,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,Samoyed,73.39,True,6167,31061
886983233522544640,Twitter For Iphone,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,13,10,Maya,,2017-07-17,16:17:36,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,Chihuahua,79.35,True,8084,35859
886736880519319552,Twitter For Iphone,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",13,10,Mingus,,2017-07-16,23:58:41,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,Kuvasz,30.97,True,3443,12306
886680336477933568,Twitter For Iphone,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,13,10,Derek,,2017-07-16,20:14:00,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,Convertible,73.9,False,4610,22798
886366144734445568,Twitter For Iphone,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,12,10,Roscoe, pupper ,2017-07-15,23:25:31,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,French bulldog,99.92,True,3316,21524
886267009285017600,Twitter For Iphone,@NonWhiteHat @MayhewMayhem omg hello tanner you are a scary good boy 12/10 would pet with extreme caution,12,10,,,2017-07-15,16:51:35,,,,,4,117
886258384151887873,Twitter For Iphone,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,13,10,Waffles,,2017-07-15,16:17:19,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,Pug,94.36,True,6523,28469
885984800019947520,Twitter For Iphone,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,12,10,Jimbo,,2017-07-14,22:10:11,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,Blenheim spaniel,97.25,True,7097,33382
885528943205470208,Twitter For Iphone,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,13,10,Maisey,,2017-07-13,15:58:47,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,Pug,36.93,True,6683,36689
885518971528720385,Twitter For Iphone,I have a new hero and his name is Howard. 14/10 https://t.co/gzLHboL7Sk,14,10,,,2017-07-13,15:19:09,,,,,3899,20788
885167619883638784,Twitter For Iphone,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,13,10,,,2017-12-07,16:03:00,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,Malamute,81.25,True,4556,22367
884925521741709313,Twitter For Iphone,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",12,10,Earl,,2017-12-07,00:01:00,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,Italian greyhound,25.99,True,16439,68152
884876753390489601,Twitter For Iphone,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,13,10,Lola,,2017-11-07,20:47:12,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,Chow,82.21,True,6096,28514
884562892145688576,Twitter For Iphone,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,13,10,Kevin,,2017-11-07,00:00:02,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,Pug,54.64,True,5100,24765
884441805382717440,Twitter For Iphone,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",14,10,,,2017-10-07,15:58:53,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,Pembroke,99.32,True,5856,27478
884247878851493888,Twitter For Iphone,OMG HE DIDN'T MEAN TO HE WAS JUST TRYING A LITTLE BARKOUR HE'S SUPER SORRY 13/10 WOULD FORGIVE IMMEDIATE https://t.co/uF3pQ8Wubj,13,10,,,2017-10-07,03:08:17,,,,,21298,74423
884162670584377345,Twitter For Iphone,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,12,10,Yogi,doggo ,2017-09-07,21:29:42,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,German shepherd,70.7,True,3128,20771
883838122936631299,Twitter For Iphone,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,12,10,Noah,,2017-09-07,00:00:04,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,Doberman,61.09,True,3586,22349
883482846933004288,Twitter For Iphone,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",5,10,Bella,,2017-08-07,00:28:19,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,Golden retriever,94.31,True,10407,46860
883360690899218434,Twitter For Iphone,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,13,10,Grizzwald, floofer ,2017-07-07,16:22:55,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,Chow,98.8,True,3825,22986
883117836046086144,Twitter For Iphone,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",13,10,,,2017-07-07,00:17:54,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,Golden retriever,94.96,True,6949,37914
882992080364220416,Twitter For Iphone,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,13,10,Rusty,,2017-06-07,15:58:11,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,Eskimo dog,46.68,True,4122,24445
882762694511734784,Twitter For Iphone,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,12,10,Gus,,2017-06-07,00:46:41,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,Labrador retriever,85.0,True,5134,28903
882627270321602560,Twitter For Iphone,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,13,10,Stanley,,2017-05-07,15:48:34,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,Pembroke,54.3,True,6342,28382
882268110199369728,Twitter For Iphone,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,13,10,Alfy,,2017-04-07,16:01:23,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,Golden retriever,76.22,True,12118,45880
882045870035918850,Twitter For Iphone,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",13,10,Koko,,2017-04-07,01:18:17,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,Web site,94.96,False,5203,29900
881906580714921986,Twitter For Iphone,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,12,10,Rey,,2017-03-07,16:04:48,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,Weimaraner,29.15,True,3533,24773
881666595344535552,Twitter For Iphone,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,13,10,Gary,,2017-03-07,00:11:11,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,Saluki,52.9,True,11099,51522
881633300179243008,Twitter For Iphone,@roushfenway These are good dogs but 17/10 is an emotional impulse rating. More like 13/10s,17,10,,,2017-02-07,21:58:53,,,,,7,129
881536004380872706,Twitter For Iphone,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",14,10,a, pupper ,2017-02-07,15:32:16,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,Samoyed,28.15,True,16570,50199
881268444196462592,Twitter For Iphone,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,12,10,Elliot,,2017-01-07,21:49:04,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,Tusker,47.33,False,5358,23501
880935762899988482,Twitter For Iphone,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,13,10,Louis,,2017-06-30,23:47:07,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,Street sign,25.18,False,2886,17346
880872448815771648,Twitter For Iphone,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,12,10,,,2017-06-30,19:35:32,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,Pembroke,79.14,True,3989,21734
880465832366813184,Twitter For Iphone,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,12,10,Bella,,2017-06-29,16:39:47,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,Golden retriever,91.33,True,6546,29075
880221127280381952,Twitter For Iphone,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,12,10,Jesse,,2017-06-29,00:27:25,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,Chihuahua,23.85,True,4436,27640
880095782870896641,Twitter For Iphone,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,11,10,,,2017-06-28,16:09:20,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,Miniature pinscher,12.03,True,4533,28150
879862464715927552,Twitter For Iphone,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,13,10,Romeo,,2017-06-28,00:42:13,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,Basset,81.35,True,3642,22667
879674319642796034,Twitter For Iphone,@RealKentMurphy 14/10 confirmed,14,10,,,2017-06-27,12:14:36,,,,,10,315
879492040517615616,Twitter For Iphone,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,12,10,Bailey,,2017-06-27,00:10:17,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,German short-haired pointer,47.99,True,3323,23822
879415818425184262,Twitter For Iphone,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,13,10,Duddles,,2017-06-26,19:07:24,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,English springer,38.34,True,45849,107956
879376492567855104,Twitter For Iphone,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,12,10,Jack,,2017-06-26,16:31:08,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,Tricycle,66.36,False,3261,17099
879050749262655488,Twitter For Iphone,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD,11,10,Steven,,2017-06-25,18:56:45,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,Tabby,31.19,False,4941,23022
879008229531029506,Twitter For Iphone,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,13,10,Beau,,2017-06-25,16:07:47,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,Vizsla,96.05,True,2812,19317
878776093423087618,Twitter For Iphone,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,13,10,Snoopy,,2017-06-25,00:45:22,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,Italian greyhound,73.47,True,4319,19763
878604707211726852,Twitter For Iphone,Martha is stunning how h*ckin dare you. 13/10 https://t.co/9uABQXgjwa,13,10,,,2017-06-24,13:24:20,,,,,7582,30931
878281511006478336,Twitter For Iphone,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",13,10,Shadow,,2017-06-23,16:00:04,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,Basset,32.04,True,1349,7913
878057613040115712,Twitter For Iphone,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,14,10,Emmy,,2017-06-23,01:10:23,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,French bulldog,83.91,True,7181,42876
877736472329191424,Twitter For Iphone,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,13,10,Aja,,2017-06-22,03:54:17,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,Chesapeake bay retriever,83.8,True,17300,71144
877556246731214848,Twitter For Iphone,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,12,10,Penny,,2017-06-21,15:58:08,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,Basset,99.54,True,3994,23258
877316821321428993,Twitter For Iphone,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc",13,10,Dante,,2017-06-21,00:06:44,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,Saluki,51.0,True,5414,27907
877201837425926144,Twitter For Iphone,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,12,10,Nelly,,2017-06-20,16:29:50,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,Pembroke,93.11,True,5880,27755
876838120628539392,Twitter For Iphone,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,12,10,Ginger, pupper ,2017-06-19,16:24:33,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,Bloodhound,57.58,True,3506,21125
876537666061221889,Twitter For Iphone,I can say with the pupmost confidence that the doggos who assisted with this search are heroic as h*ck. 14/10 for all https://t.co/8yoc1CNTsu,14,10,,,2017-06-18,20:30:39,,,,,4800,23869
876484053909872640,Twitter For Iphone,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,13,10,Benedict,,2017-06-18,16:57:37,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,Golden retriever,87.46,True,2511,19163
876120275196170240,Twitter For Iphone,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",13,10,Venti, puppo,2017-06-17,16:52:05,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,Bernese mountain dog,53.43,True,4903,28490
875747767867523072,Twitter For Iphone,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",13,10,Goose,,2017-06-16,16:11:53,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,Labrador retriever,79.96,True,4497,25773
875144289856114688,Twitter For Iphone,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene https://t.co/ogith9ejNj,13,10,Nugget,,2017-06-15,00:13:52,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,Siberian husky,24.5,True,5081,22185
875097192612077568,Twitter For Iphone,You'll get your package when that precious man is done appreciating the pups. 13/10 for everyone https://t.co/PFp4MghzBW,13,10,,,2017-06-14,21:06:43,,,,,6342,27997
875021211251597312,Twitter For Iphone,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck https://t.co/brCQoqc8AW,12,10,,,2017-06-14,16:04:48,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,West highland white terrier,71.43,True,4922,26022
874680097055178752,Twitter For Iphone,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,12,10,Cash,,2017-06-13,17:29:20,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,Labrador retriever,83.61,True,4875,28439
874296783580663808,Twitter For Iphone,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,13,10,Jed, pupper ,2017-12-06,16:06:11,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,Cocker spaniel,43.72,True,4308,26651
874057562936811520,Twitter For Iphone,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10 https://t.co/pwY9PQhtP2",12,10,,,2017-12-06,00:15:36,https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg,Flat-coated retriever,83.22,True,4125,23134
874012996292530176,Twitter For Iphone,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo https://t.co/XBE0evJZ6V",13,10,Sebastian, puppo,2017-11-06,21:18:31,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,Cardigan,80.67,True,11007,35501
873580283840344065,Twitter For Iphone,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly https://t.co/mNuMH9400n",13,10,,,2017-10-06,16:39:04,https://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg,Newfoundland,67.85,True,4143,24837
873213775632977920,Twitter For Iphone,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https://t.co/Xp01EU3qyD https://t.co/V5lkvrGLdQ",12,10,Sierra,,2017-09-06,16:22:42,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,Vizsla,61.98,True,1667,7467
872967104147763200,Twitter For Iphone,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo https://t.co/EMYIdoblMR,12,10,,doggo ,2017-09-06,00:02:31,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg,Labrador retriever,47.69,True,5669,28031
872820683541237760,Twitter For Iphone,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10 https://t.co/17FVMl4VZ5",13,10,,,2017-08-06,14:20:41,https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg,Pug,99.91,True,3884,15029
